"","filename","Date","Time","Site","Unit ID","User ID","°F-21A104910","mmHg-21A105443","DO %-21A106679","DO mg/L-21A106679","SPC-uS/cm-21A104910","C-uS/cm-21A104910","nLFC-uS/cm-21A104910","ohm-cm-21A104910","TDS mg/L-21A104910","SAL-PSU-21A104910","Density-21A104910","Density-T-21A104910","pH-21B101988","pH mV-21B101988","Phycocyanin RFU-21B101736","Phycocyanin ug/L-21B101736","Chlorophyll RFU-21B101736","Chlorophyll ug/L-21B101736","DEP m-20M103012","Vpos m-20M103012"
"1722","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:28:42,"Tank 14","Strauss lab 1",NA,70.837,751.1,140.8,12.41,168.1,157.1,169.2,6365,109,0.08,-2.1,-2.1,8.62,-190.8,0.48,0.46,1.44,5.72,-0.044,-0.039
"1723","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:30:14,"Tank 32","Strauss lab 1",NA,70.416,751,121.5,10.76,166.3,154.7,167.4,6465,108,0.08,-2,-2,8.61,-190,0.43,0.41,2.7,10.98,-0.042,-0.049
"1724","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:30:17,"Tank 32","Strauss lab 1",NA,70.378,751,123.5,10.93,163.9,152.4,165,6561,107,0.08,-2,-2,8.62,-190.3,0.49,0.47,1.55,6.2,-0.041,-0.031
"1725","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:30:20,"Tank 32","Strauss lab 1",NA,70.346,751,125.2,11.09,164.3,152.7,165.4,6548,107,0.08,-2,-2,8.62,-190.6,0.59,0.57,1.1,4.32,-0.038,-0.025
"1726","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:30:23,"Tank 32","Strauss lab 1",NA,70.345,751.1,126.7,11.22,164.4,152.8,165.5,6544,107,0.08,-2,-2,8.63,-191.2,0.55,0.53,2.49,10.09,-0.041,-0.047
"1727","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:30:26,"Tank 32","Strauss lab 1",NA,70.348,751.1,127.8,11.32,120.3,111.8,121.1,8943,78,0.06,-2,-2,8.64,-191.6,0.47,0.45,1.14,4.47,-0.041,-0.044
"1728","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:30:29,"Tank 32","Strauss lab 1",NA,70.349,751,128.7,11.4,92.4,85.8,93,11651,60,0.04,-2,-2,8.65,-192.1,0.48,0.46,1.57,6.26,-0.042,-0.034
"1729","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:30:32,"Tank 32","Strauss lab 1",NA,70.35,751.1,129.4,11.46,148.6,138.1,149.6,7240,97,0.07,-2,-2,8.65,-192.6,0.41,0.39,2.12,8.57,-0.044,-0.051
"1730","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:32:02,"Tank 47","Strauss lab 1",NA,70.838,750.9,102.8,9.06,157.2,146.9,158.2,6805,102,0.07,-2.1,-2.1,8.51,-184.4,0.25,0.23,1.43,5.69,-0.041,-0.035
"1731","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:32:05,"Tank 47","Strauss lab 1",NA,70.811,751,104,9.17,157.3,147,158.3,6805,102,0.07,-2.1,-2.1,8.5,-184.1,0.28,0.26,1.44,5.74,-0.042,-0.032
"1732","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:32:08,"Tank 47","Strauss lab 1",NA,70.811,750.9,105,9.26,157.3,147,158.3,6804,102,0.07,-2.1,-2.1,8.5,-183.8,0.36,0.34,0.79,3.02,-0.044,-0.051
"1733","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:32:11,"Tank 47","Strauss lab 1",NA,70.811,751.1,105.8,9.33,157.3,146.9,158.3,6805,102,0.07,-2.1,-2.1,8.5,-183.5,0.25,0.22,1.14,4.49,-0.043,-0.056
"1734","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:32:14,"Tank 47","Strauss lab 1",NA,70.809,751.1,106.4,9.38,157.3,147,158.3,6804,102,0.07,-2.1,-2.1,8.49,-183.3,0.27,0.25,1.35,5.35,-0.04,-0.03
"1735","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:32:17,"Tank 47","Strauss lab 1",NA,70.809,751.1,106.9,9.42,157.3,147,158.3,6804,102,0.07,-2.1,-2.1,8.49,-183.1,0.24,0.22,1.39,5.52,-0.041,-0.027
"1736","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:34:22,"Tank 52","Strauss lab 1",NA,64.626,751,134.7,12.71,147,127.7,148.7,7832,96,0.07,-1.4,-1.4,9.06,-214.6,0.53,0.51,3.43,14.01,-0.045,-0.051
"1737","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:34:25,"Tank 52","Strauss lab 1",NA,64.634,750.9,135.5,12.79,147,127.7,148.7,7830,96,0.07,-1.4,-1.4,9.07,-215,0.53,0.51,3.99,16.33,-0.044,-0.032
"1738","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:34:28,"Tank 52","Strauss lab 1",NA,64.638,751,136,12.84,147.1,127.8,148.8,7826,96,0.07,-1.4,-1.4,9.07,-215.3,0.61,0.59,3.63,14.85,-0.045,-0.051
"1739","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:34:31,"Tank 52","Strauss lab 1",NA,64.643,750.9,136.5,12.88,147.1,127.8,148.8,7825,96,0.07,-1.4,-1.4,9.08,-215.5,0.61,0.59,3.38,13.81,-0.042,-0.045
"1740","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:34:34,"Tank 52","Strauss lab 1",NA,64.645,750.9,136.9,12.92,147.1,127.8,148.8,7824,96,0.07,-1.4,-1.4,9.08,-215.6,0.66,0.64,3.52,14.37,-0.041,-0.027
"1741","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:34:37,"Tank 52","Strauss lab 1",NA,64.649,750.9,137.4,12.97,147.1,127.8,148.8,7824,96,0.07,-1.4,-1.4,9.08,-215.7,0.6,0.58,3.44,14.06,-0.044,-0.049
"1742","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:36:08,"Tank 49","Strauss lab 1",NA,63.489,750.9,155.1,14.83,159.9,136.9,161.8,7303,104,0.08,-1.3,-1.3,9.17,-220.7,1.33,1.32,7.89,32.55,-0.041,-0.034
"1743","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:36:11,"Tank 49","Strauss lab 1",NA,63.491,750.9,156.2,14.93,159.9,137,161.9,7301,104,0.08,-1.3,-1.3,9.2,-221.9,1.32,1.31,7.57,31.22,-0.045,-0.054
"1744","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:36:14,"Tank 49","Strauss lab 1",NA,63.497,751,157.8,15.09,159.9,137,161.9,7299,104,0.08,-1.3,-1.3,9.21,-223,1.31,1.3,6.77,27.89,-0.043,-0.045
"1745","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:36:17,"Tank 49","Strauss lab 1",NA,63.5,750.9,159.3,15.23,160,137.1,162,7296,104,0.08,-1.3,-1.3,9.23,-223.8,1.27,1.26,7.62,31.44,-0.043,-0.027
"1746","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:36:20,"Tank 49","Strauss lab 1",NA,63.503,750.9,160.6,15.36,160,137.1,162,7294,104,0.08,-1.3,-1.3,9.24,-224.5,1.27,1.26,8.39,34.63,-0.044,-0.038
"1747","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:36:23,"Tank 49","Strauss lab 1",NA,63.507,750.9,161.7,15.46,160,137.1,162,7293,104,0.08,-1.3,-1.3,9.25,-225.1,1.26,1.25,13.86,57.4,-0.045,-0.037
"1748","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:38:24,"Tank 62","Strauss lab 1",NA,71.248,751,125.5,11.01,155.6,146.1,156.5,6843,101,0.07,-2.1,-2.1,8.62,-190.8,0.47,0.45,3.52,14.37,-0.045,-0.061
"1749","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:38:27,"Tank 62","Strauss lab 1",NA,71.249,750.9,126.3,11.08,155.6,146.1,156.6,6843,101,0.07,-2.1,-2.1,8.62,-190.9,0.47,0.45,3.75,15.31,-0.044,-0.047
"1750","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:38:30,"Tank 62","Strauss lab 1",NA,71.25,750.8,126.9,11.13,155.3,145.8,156.2,6860,101,0.07,-2.1,-2.1,8.62,-191,0.63,0.61,3.76,15.37,-0.042,-0.04
"1751","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:38:33,"Tank 62","Strauss lab 1",NA,71.25,750.8,127.4,11.18,152.4,143.1,153.3,6990,99,0.07,-2.1,-2.1,8.63,-191.1,0.71,0.69,2.98,12.14,-0.045,-0.048
"1752","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:38:36,"Tank 62","Strauss lab 1",NA,71.25,750.9,127.8,11.21,147.5,138.5,148.4,7218,96,0.07,-2.1,-2.1,8.63,-191.3,0.66,0.64,3.76,15.39,-0.045,-0.041
"1753","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:38:39,"Tank 62","Strauss lab 1",NA,71.248,750.9,128.1,11.24,143.7,134.9,144.5,7413,93,0.07,-2.1,-2.1,8.63,-191.4,0.67,0.65,4.11,16.82,-0.044,-0.036
"1754","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:40:13,"Tank 33","Strauss lab 1",NA,64.298,750.8,149.6,14.18,156,135,157.9,7408,101,0.07,-1.3,-1.3,9.18,-221.5,0.86,0.84,4.9,20.13,-0.044,-0.034
"1755","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:40:16,"Tank 33","Strauss lab 1",NA,64.301,750.8,152.1,14.41,155.8,134.8,157.7,7417,101,0.07,-1.3,-1.3,9.21,-222.8,0.87,0.85,4.79,19.65,-0.046,-0.046
"1756","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:40:19,"Tank 33","Strauss lab 1",NA,64.306,750.9,153.7,14.56,155.7,134.8,157.6,7421,101,0.07,-1.3,-1.3,9.22,-223.7,0.82,0.81,5.21,21.39,-0.048,-0.049
"1757","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:40:22,"Tank 33","Strauss lab 1",NA,64.315,750.9,155.1,14.7,155.7,134.7,157.5,7422,101,0.07,-1.3,-1.3,9.24,-224.6,0.73,0.71,4.94,20.29,-0.044,-0.032
"1758","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:40:25,"Tank 33","Strauss lab 1",NA,64.319,751,156.3,14.81,155.7,134.7,157.5,7422,101,0.07,-1.3,-1.3,9.25,-225.2,0.66,0.64,4.77,19.59,-0.044,-0.026
"1759","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:40:28,"Tank 33","Strauss lab 1",NA,64.323,750.9,157.4,14.91,155.7,134.7,157.5,7423,101,0.07,-1.3,-1.3,9.26,-225.8,0.64,0.62,4.78,19.61,-0.044,-0.049
"1760","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:42:11,"Tank 20","Strauss lab 1",NA,64.354,750.9,115.3,10.91,148.4,128.5,150.2,7781,96,0.07,-1.3,-1.3,8.89,-205,0.96,0.95,5.3,21.78,-0.045,-0.037
"1761","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:42:14,"Tank 20","Strauss lab 1",NA,64.166,750.9,118.3,11.22,147.2,127.1,148.9,7866,96,0.07,-1.3,-1.3,8.9,-205.6,0.99,0.98,5.69,23.38,-0.045,-0.041
"1762","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:42:17,"Tank 20","Strauss lab 1",NA,63.959,750.8,119.7,11.38,150.7,129.8,152.5,7701,98,0.07,-1.3,-1.3,8.91,-206.1,0.98,0.97,5.04,20.69,-0.046,-0.051
"1763","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:42:20,"Tank 20","Strauss lab 1",NA,63.909,750.9,121,11.52,152,130.9,153.9,7638,99,0.07,-1.3,-1.3,8.92,-206.2,0.92,0.9,5.34,21.93,-0.043,-0.033
"1764","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:42:23,"Tank 20","Strauss lab 1",NA,63.894,750.9,122,11.62,152.1,131,153.9,7636,99,0.07,-1.3,-1.3,8.92,-206.3,0.96,0.94,4.25,17.41,-0.042,-0.034
"1765","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:42:26,"Tank 20","Strauss lab 1",NA,63.889,750.8,123.9,11.8,152.1,130.9,153.9,7639,99,0.07,-1.3,-1.3,8.92,-206.4,0.96,0.95,5.59,22.98,-0.043,-0.051
"1766","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:42:29,"Tank 20","Strauss lab 1",NA,63.897,750.9,125.4,11.93,152.1,130.9,153.9,7637,99,0.07,-1.3,-1.3,8.92,-206.5,0.9,0.88,4.93,20.22,-0.043,-0.033
"1767","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:42:32,"Tank 20","Strauss lab 1",NA,63.902,750.9,126.6,12.05,152,130.9,153.9,7639,99,0.07,-1.3,-1.3,8.92,-206.5,0.8,0.78,4.69,19.25,-0.043,-0.037
"1768","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:44:29,"Tank 03","Strauss lab 1",NA,64.214,750.8,149.8,14.21,157.2,135.8,159,7361,102,0.07,-1.3,-1.3,8.89,-204.7,0.81,0.8,4.58,18.79,-0.042,-0.04
"1769","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:44:31,"Tank 03","Strauss lab 1",NA,64.219,751,151,14.32,157.3,136,159.2,7352,102,0.07,-1.3,-1.3,8.9,-205.1,0.74,0.72,4.6,18.85,-0.041,-0.048
"1770","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:44:34,"Tank 03","Strauss lab 1",NA,64.223,750.9,151.8,14.4,157.5,136.2,159.4,7343,102,0.07,-1.3,-1.3,8.9,-205.4,0.73,0.71,4.79,19.66,-0.039,-0.032
"1771","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:44:37,"Tank 03","Strauss lab 1",NA,64.227,750.9,152.6,14.47,157.6,136.2,159.5,7340,102,0.07,-1.3,-1.3,8.91,-205.7,0.72,0.7,3.76,15.38,-0.041,-0.033
"1772","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:44:40,"Tank 03","Strauss lab 1",NA,64.231,750.9,153.3,14.53,157.6,136.2,159.5,7340,102,0.07,-1.3,-1.3,8.91,-205.9,0.84,0.83,5.96,24.52,-0.042,-0.053
"1773","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:44:43,"Tank 03","Strauss lab 1",NA,64.236,750.9,153.8,14.59,157.6,136.2,159.5,7340,102,0.07,-1.3,-1.3,8.91,-206,0.83,0.81,4.97,20.41,-0.041,-0.039
"1774","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:44:46,"Tank 03","Strauss lab 1",NA,64.241,750.9,154.4,14.64,157.4,136.1,159.3,7347,102,0.07,-1.3,-1.3,8.91,-206.2,0.8,0.79,4.09,16.76,-0.041,-0.045
"1775","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:47:45,"Tank 13","Strauss lab 1",NA,70.501,750.9,112.5,9.95,153.8,143.2,154.8,6982,100,0.07,-2,-2,8.44,-180.2,0.55,0.53,3.39,13.83,-0.045,-0.039
"1776","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:47:48,"Tank 13","Strauss lab 1",NA,70.503,750.8,113.1,10,153.8,143.2,154.8,6984,100,0.07,-2,-2,8.44,-180.5,0.47,0.45,1.53,6.11,-0.045,-0.036
"1777","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:47:51,"Tank 13","Strauss lab 1",NA,70.502,750.9,113.5,10.04,153.8,143.2,154.8,6986,100,0.07,-2,-2,8.45,-180.8,0.36,0.34,1.79,7.18,-0.045,-0.051
"1778","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:47:54,"Tank 13","Strauss lab 1",NA,70.502,751,113.8,10.07,153.8,143.2,154.8,6985,100,0.07,-2,-2,8.45,-181,0.24,0.22,0.61,2.28,-0.042,-0.031
"1779","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:47:57,"Tank 13","Strauss lab 1",NA,70.501,750.9,114.2,10.1,153.8,143.2,154.8,6984,100,0.07,-2,-2,8.46,-181.2,0.3,0.28,1.26,4.95,-0.043,-0.028
"1780","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:48:00,"Tank 13","Strauss lab 1",NA,70.501,750.9,114.4,10.12,153.8,143.2,154.8,6983,100,0.07,-2,-2,8.46,-181.4,0.32,0.3,1.7,6.81,-0.046,-0.049
"1781","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:48:03,"Tank 13","Strauss lab 1",NA,70.501,750.9,114.7,10.14,153.7,143.1,154.8,6987,100,0.07,-2,-2,8.46,-181.6,0.35,0.33,1.58,6.32,-0.046,-0.05
"1782","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:49:41,"Tank 16","Strauss lab 1",NA,70.902,750.9,126.7,11.16,152.2,142.3,153.1,7027,99,0.07,-2.1,-2.1,8.72,-196.6,0.53,0.51,1.59,6.32,-0.043,-0.028
"1783","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:49:44,"Tank 16","Strauss lab 1",NA,70.887,750.9,128.6,11.33,155.3,145.2,156.3,6885,101,0.07,-2.1,-2.1,8.76,-198.7,0.5,0.48,3.06,12.48,-0.045,-0.04
"1784","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:49:47,"Tank 16","Strauss lab 1",NA,70.888,751,129.7,11.43,156.1,145.9,157,6852,101,0.07,-2.1,-2.1,8.79,-200.3,0.5,0.49,2.51,10.18,-0.045,-0.038
"1785","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:49:50,"Tank 16","Strauss lab 1",NA,70.889,751,130.7,11.51,156.3,146.1,157.2,6843,102,0.07,-2.1,-2.1,8.81,-201.6,0.51,0.5,1.61,6.42,-0.044,-0.044
"1786","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:49:53,"Tank 16","Strauss lab 1",NA,70.89,750.9,131.5,11.58,156.3,146.2,157.3,6840,102,0.07,-2.1,-2.1,8.83,-202.7,0.62,0.6,1.5,5.97,-0.043,-0.048
"1787","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:49:56,"Tank 16","Strauss lab 1",NA,70.89,750.9,132.2,11.64,156.3,146.2,157.3,6839,102,0.07,-2.1,-2.1,8.85,-203.7,0.63,0.61,1.5,5.97,-0.045,-0.052
"1788","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:49:59,"Tank 16","Strauss lab 1",NA,70.888,750.9,132.7,11.69,156.4,146.2,157.3,6839,102,0.07,-2.1,-2.1,8.86,-204.7,0.62,0.6,1.63,6.52,-0.046,-0.037
"1789","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:51:34,"Tank 17","Strauss lab 1",NA,63.955,750.8,141.4,13.45,149,128.4,150.8,7790,97,0.07,-1.3,-1.3,9.32,-228.8,1.17,1.16,5.86,24.13,-0.047,-0.051
"1790","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:51:37,"Tank 17","Strauss lab 1",NA,63.884,750.9,142.1,13.52,149.1,128.4,150.9,7790,97,0.07,-1.3,-1.3,9.33,-229.4,1.13,1.12,8.79,36.3,-0.047,-0.046
"1791","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:51:40,"Tank 17","Strauss lab 1",NA,63.815,750.9,143,13.62,149.2,128.3,151,7794,97,0.07,-1.3,-1.3,9.34,-230.1,0.9,0.88,6.2,25.53,-0.047,-0.052
"1792","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:51:43,"Tank 17","Strauss lab 1",NA,63.722,750.9,144.2,13.76,149.2,128.2,151.1,7800,97,0.07,-1.3,-1.3,9.35,-230.6,0.91,0.9,11.85,49.05,-0.046,-0.058
"1793","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:51:46,"Tank 17","Strauss lab 1",NA,63.721,750.9,145.6,13.89,149.1,128.1,150.9,7808,97,0.07,-1.3,-1.3,9.35,-230.9,1.02,1.01,6.53,26.89,-0.043,-0.039
"1794","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:51:49,"Tank 17","Strauss lab 1",NA,63.721,750.9,146.7,13.99,149,128,150.8,7813,97,0.07,-1.3,-1.3,9.36,-231.2,1,0.99,7.23,29.8,-0.041,-0.026
"1795","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:53:11,"Tank 18","Strauss lab 1",NA,63.724,751,141.1,13.46,149.2,128.2,151,7801,97,0.07,-1.3,-1.3,9.23,-224,2.01,2.01,10.71,44.28,-0.044,-0.027
"1796","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:53:14,"Tank 18","Strauss lab 1",NA,63.617,750.9,143.1,13.66,148.7,127.6,150.5,7839,97,0.07,-1.3,-1.3,9.24,-224.6,2.12,2.12,13.46,55.73,-0.043,-0.032
"1797","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:53:17,"Tank 18","Strauss lab 1",NA,63.505,750.9,149.3,14.27,148.2,127,150,7874,96,0.07,-1.3,-1.3,9.26,-225.4,2.05,2.04,13.27,54.94,-0.042,-0.029
"1798","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:53:20,"Tank 18","Strauss lab 1",NA,63.39,750.9,150.8,14.44,149,127.5,150.8,7846,97,0.07,-1.2,-1.2,9.27,-226.2,2.09,2.08,11.12,46,-0.045,-0.052
"1799","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:53:23,"Tank 18","Strauss lab 1",NA,63.375,750.9,151.8,14.53,148.9,127.4,150.8,7850,97,0.07,-1.2,-1.2,9.28,-226.9,2.04,2.04,12.16,50.33,-0.046,-0.059
"1800","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 072122 124926.csv","7/18/22",09:55:01,"Tank 46","Strauss lab 1",NA,70.944,750.9,108.2,9.53,155.4,145.5,156.4,6875,101,0.07,-2.1,-2.1,8.77,-199.6,0.52,0.5,2.92,11.88,-0.045,-0.052
